2024-04-20 21:04:27,APPROACH,RUN
BLUE,0,0
GREEN,0,0

2024-04-20 21:04:42,APPROACH,RUN
BLUE,0,0
GREEN,0,0.0

2024-04-20 21:04:51,APPROACH,RUN
BLUE,0,0.0
GREEN,0,0.0

2024-04-20 21:05:16,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0.0

2024-04-20 21:05:26,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0.0

2024-04-20 21:05:47,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0.0

2024-04-20 21:06:13,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0.0

2024-04-20 21:06:48,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

2024-04-20 21:07:10,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

2024-04-20 21:07:36,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

2024-04-20 21:07:43,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

2024-04-20 21:07:52,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

2024-04-20 21:08:14,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

2024-04-20 21:09:17,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

