2024-04-20 01:23:10,APPROACH,RUN
BLUE,0,0
GREEN,0,0

2024-04-20 01:23:21,APPROACH,RUN
BLUE,0,0
GREEN,0,0.0

2024-04-20 01:24:03,APPROACH,RUN
BLUE,0,0
GREEN,-2.0,0.0

2024-04-20 01:24:26,APPROACH,RUN
BLUE,1.0,0
GREEN,-2.0,0.0

2024-04-20 01:24:56,APPROACH,RUN
BLUE,1.8,0
GREEN,-2.0,0.0

2024-04-20 01:25:25,APPROACH,RUN
BLUE,2.4400000000000004,0
GREEN,-2.0,0.0

2024-04-20 01:26:04,APPROACH,RUN
BLUE,2.9520000000000004,0
GREEN,-2.0,0.0

2024-04-20 01:26:35,APPROACH,RUN
BLUE,3.3616,0
GREEN,-2.0,0.0

2024-04-20 01:27:01,APPROACH,RUN
BLUE,3.3616,0
GREEN,-3.6,0.0

2024-04-20 01:27:09,APPROACH,RUN
BLUE,3.3616,0
GREEN,-3.6,0.0

2024-04-20 01:27:55,APPROACH,RUN
BLUE,3.68928,0
GREEN,-3.6,0.0

