2024-04-21 12:24:05,APPROACH,RUN
BLUE,0,0
GREEN,0,0

2024-04-21 12:24:18,APPROACH,RUN
BLUE,0,0.0
GREEN,0,0

2024-04-21 12:24:41,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-21 12:24:55,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-21 12:25:18,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0

2024-04-21 12:25:42,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0

2024-04-21 12:26:03,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0

2024-04-21 12:27:04,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0

2024-04-21 12:27:46,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0

2024-04-21 12:28:29,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0

2024-04-21 12:28:40,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

2024-04-21 12:28:49,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

2024-04-21 12:28:56,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

2024-04-21 12:29:17,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

