Learning Rate,0.2
Discount Factor,0.9

,APPROACH,RUN
BLUE,1.0,0
GREEN,0,0

,APPROACH,RUN
BLUE,1.0,0
GREEN,0,0.0

,APPROACH,RUN
BLUE,1.0,0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,1.8,0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,2.4400000000000004,0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,2.9520000000000004,0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,3.3616,0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,3.3616,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,3.3616,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,3.68928,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,0.9514239999999998,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,1.7611392000000001,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,1.40891136,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,1.127129088,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,0.9017032704,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,0.72136261632,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,0.577090093056,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,1.4616720744448,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,2.16933765955584,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,2.16933765955584,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,2.735470127644672,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,3.1883761021157375,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,3.55070088169259,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,2.840560705354072,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,2.2724485642832577,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,1.817958851426606,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,1.4543670811412848,0.0
GREEN,0.0,0.0

,APPROACH,RUN
BLUE,1.4543670811412848,0.0
GREEN,0.0,0.0

