Learning Rate,0.2
Discount Factor,0.9

,APPROACH,RUN
BLUE,1.0,0
GREEN,0,0

,APPROACH,RUN
BLUE,1.8,0
GREEN,0,0

,APPROACH,RUN
BLUE,-0.5600000000000003,0
GREEN,0,0

,APPROACH,RUN
BLUE,-0.5600000000000003,0
GREEN,-2.0,0

,APPROACH,RUN
BLUE,-0.5600000000000003,0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,-0.5600000000000003,0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,-0.5600000000000003,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,-0.5600000000000003,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,0.5519999999999998,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,1.4416,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,2.15328,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,2.722624,0.0
GREEN,-2.0,0.0

