2024-04-20 16:02:13,APPROACH,RUN
BLUE,0,0
GREEN,0,0

2024-04-20 16:02:42,APPROACH,RUN
BLUE,1.0,0
GREEN,0,0

2024-04-20 16:02:57,APPROACH,RUN
BLUE,1.0,0
GREEN,0,0.0

2024-04-20 16:03:08,APPROACH,RUN
BLUE,1.0,0.0
GREEN,0,0.0

2024-04-20 16:03:17,APPROACH,RUN
BLUE,1.0,0.0
GREEN,0,0.0

2024-04-20 16:03:39,APPROACH,RUN
BLUE,1.8,0.0
GREEN,0,0.0

2024-04-20 16:04:08,APPROACH,RUN
BLUE,2.4400000000000004,0.0
GREEN,0,0.0

2024-04-20 16:04:15,APPROACH,RUN
BLUE,2.4400000000000004,0.0
GREEN,0,0.0

2024-04-20 16:04:36,APPROACH,RUN
BLUE,2.9520000000000004,0.0
GREEN,0,0.0

2024-04-20 16:05:01,APPROACH,RUN
BLUE,2.9520000000000004,0.0
GREEN,-2.0,0.0

2024-04-20 16:05:31,APPROACH,RUN
BLUE,3.3616,0.0
GREEN,-2.0,0.0

2024-04-20 16:06:04,APPROACH,RUN
BLUE,3.68928,0.0
GREEN,-2.0,0.0

2024-04-20 16:06:35,APPROACH,RUN
BLUE,2.9514240000000003,0.0
GREEN,-2.0,0.0

2024-04-20 16:06:46,APPROACH,RUN
BLUE,2.3611392,0.0
GREEN,-2.0,0.0

2024-04-20 16:06:57,APPROACH,RUN
BLUE,1.8889113600000003,0.0
GREEN,-2.0,0.0

2024-04-20 16:07:08,APPROACH,RUN
BLUE,1.5111290880000001,0.0
GREEN,-2.0,0.0

2024-04-20 16:07:16,APPROACH,RUN
BLUE,1.5111290880000001,0.0
GREEN,-2.0,0.0

