2024-04-20 19:39:18,APPROACH,RUN
BLUE,0,0
GREEN,0,0

2024-04-20 19:39:33,APPROACH,RUN
BLUE,0,0.0
GREEN,0,0

2024-04-20 19:40:06,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-20 19:40:33,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0.0

2024-04-20 19:40:44,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0.0

2024-04-20 19:41:12,APPROACH,RUN
BLUE,0.0,0.0
GREEN,-2.0,0.0

2024-04-20 19:41:19,APPROACH,RUN
BLUE,0.0,0.0
GREEN,-2.0,0.0

2024-04-20 19:41:54,APPROACH,RUN
BLUE,0.0,0.0
GREEN,-2.0,0.0

