2024-04-20 01:09:24,APPROACH,RUN
BLUE,0,0
GREEN,0,0

2024-04-20 01:09:44,APPROACH,RUN
BLUE,0,0.0
GREEN,0,0

2024-04-20 01:10:00,APPROACH,RUN
BLUE,0,0.0
GREEN,0,0

2024-04-20 01:10:15,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-20 01:10:24,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-20 01:10:36,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-20 01:11:00,APPROACH,RUN
BLUE,0.0,0.0
GREEN,-2.0,0

2024-04-20 01:11:22,APPROACH,RUN
BLUE,0.0,0.0
GREEN,-2.0,0

2024-04-20 01:11:56,APPROACH,RUN
BLUE,0.0,0.0
GREEN,-3.6,0

2024-04-20 01:12:28,APPROACH,RUN
BLUE,1.0,0.0
GREEN,-3.6,0

2024-04-20 01:12:53,APPROACH,RUN
BLUE,1.8,0.0
GREEN,-3.6,0

2024-04-20 01:13:47,APPROACH,RUN
BLUE,2.4400000000000004,0.0
GREEN,-3.6,0

2024-04-20 01:14:11,APPROACH,RUN
BLUE,2.9520000000000004,0.0
GREEN,-3.6,0

2024-04-20 01:14:35,APPROACH,RUN
BLUE,3.3616,0.0
GREEN,-3.6,0

