2024-04-21 12:15:25,APPROACH,RUN
BLUE,0,0
GREEN,0,0

2024-04-21 12:15:58,APPROACH,RUN
BLUE,0.0,0
GREEN,0,0

2024-04-21 12:16:07,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-21 12:16:32,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-21 12:16:36,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-21 12:17:00,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-21 12:17:32,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-21 12:17:51,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-21 12:18:04,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-21 12:18:16,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-21 12:18:38,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-21 12:18:47,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-21 12:19:09,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-21 12:19:34,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0

2024-04-21 12:19:41,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0.0

2024-04-21 12:19:48,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0.0

2024-04-21 12:20:07,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0.0

2024-04-21 12:20:20,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

2024-04-21 12:20:30,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

