2024-04-20 01:16:59,APPROACH,RUN
BLUE,0,0
GREEN,0,0

2024-04-20 01:17:50,APPROACH,RUN
BLUE,0,0
GREEN,-2.0,0

2024-04-20 01:18:16,APPROACH,RUN
BLUE,1.0,0
GREEN,-2.0,0

2024-04-20 01:18:39,APPROACH,RUN
BLUE,1.8,0
GREEN,-2.0,0

2024-04-20 01:18:53,APPROACH,RUN
BLUE,1.8,0
GREEN,-2.0,0.0

2024-04-20 01:19:00,APPROACH,RUN
BLUE,1.44,0
GREEN,-2.0,0.0

2024-04-20 01:19:26,APPROACH,RUN
BLUE,2.152,0
GREEN,-2.0,0.0

2024-04-20 01:19:51,APPROACH,RUN
BLUE,2.7216,0
GREEN,-2.0,0.0

2024-04-20 01:20:20,APPROACH,RUN
BLUE,3.17728,0
GREEN,-2.0,0.0

2024-04-20 01:20:34,APPROACH,RUN
BLUE,3.17728,0
GREEN,-1.6,0.0

2024-04-20 01:21:07,APPROACH,RUN
BLUE,3.17728,0
GREEN,-1.6,0.0

2024-04-20 01:21:33,APPROACH,RUN
BLUE,2.541824,0
GREEN,-1.6,0.0

2024-04-20 01:22:03,APPROACH,RUN
BLUE,2.0334592000000002,0
GREEN,-1.6,0.0

