2024-04-21 12:46:58,APPROACH,RUN
BLUE,0,0
GREEN,0,0

2024-04-21 12:47:25,APPROACH,RUN
BLUE,0,0
GREEN,0.0,0

2024-04-21 12:47:33,APPROACH,RUN
BLUE,0,0.0
GREEN,0.0,0

2024-04-21 12:47:45,APPROACH,RUN
BLUE,0,0.0
GREEN,0.0,0

2024-04-21 12:48:05,APPROACH,RUN
BLUE,0,0.0
GREEN,0.0,0.0

2024-04-21 12:49:25,APPROACH,RUN
BLUE,0,0.0
GREEN,0.0,0.0

2024-04-21 12:51:10,APPROACH,RUN
BLUE,0,0.0
GREEN,0.0,0.0

2024-04-21 12:51:33,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

2024-04-21 12:51:58,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

2024-04-21 12:52:21,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0.0,0.0

