2024-04-20 15:56:08,APPROACH,RUN
BLUE,0,0
GREEN,0,0

2024-04-20 15:56:33,APPROACH,RUN
BLUE,0,0
GREEN,0,0.0

2024-04-20 15:57:24,APPROACH,RUN
BLUE,0.0,0
GREEN,0,0.0

2024-04-20 15:59:11,APPROACH,RUN
BLUE,0.0,0
GREEN,0,0.0

2024-04-20 15:59:43,APPROACH,RUN
BLUE,0.0,0
GREEN,-2.0,0.0

2024-04-20 15:59:58,APPROACH,RUN
BLUE,0.0,0
GREEN,-2.0,0.0

2024-04-20 16:00:11,APPROACH,RUN
BLUE,0.0,0
GREEN,-2.0,0.0

2024-04-20 16:00:41,APPROACH,RUN
BLUE,1.0,0
GREEN,-2.0,0.0

2024-04-20 16:00:54,APPROACH,RUN
BLUE,1.0,0
GREEN,-2.0,0.0

