2024-04-21 12:40:23,APPROACH,RUN
BLUE,0,0
GREEN,0,0

2024-04-21 12:40:36,APPROACH,RUN
BLUE,0,0.0
GREEN,0,0

2024-04-21 12:40:55,APPROACH,RUN
BLUE,0,0.0
GREEN,0,0

2024-04-21 12:41:12,APPROACH,RUN
BLUE,0,0.0
GREEN,0,0.0

2024-04-21 12:41:41,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0.0

2024-04-21 12:42:09,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0.0

2024-04-21 12:42:31,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0.0

2024-04-21 12:43:12,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0.0

2024-04-21 12:43:26,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0.0

2024-04-21 12:45:27,APPROACH,RUN
BLUE,0.0,0.0
GREEN,0,0.0

