2024-04-20 17:43:09,APPROACH,RUN
BLUE,0,0
GREEN,0,0

2024-04-20 17:43:41,APPROACH,RUN
BLUE,0,0
GREEN,-2.0,0

2024-04-20 17:44:02,APPROACH,RUN
BLUE,0,0
GREEN,-2.0,0.0

2024-04-20 17:44:34,APPROACH,RUN
BLUE,0,0
GREEN,-2.0,0.0

2024-04-20 17:44:41,APPROACH,RUN
BLUE,0,0.0
GREEN,-2.0,0.0

2024-04-20 17:44:49,APPROACH,RUN
BLUE,0,0.0
GREEN,-2.0,0.0

2024-04-20 17:45:09,APPROACH,RUN
BLUE,1.0,0.0
GREEN,-2.0,0.0

2024-04-20 17:45:47,APPROACH,RUN
BLUE,1.8,0.0
GREEN,-2.0,0.0

2024-04-20 17:46:26,APPROACH,RUN
BLUE,2.4400000000000004,0.0
GREEN,-2.0,0.0

2024-04-20 17:47:04,APPROACH,RUN
BLUE,2.9520000000000004,0.0
GREEN,-2.0,0.0

2024-04-20 17:47:36,APPROACH,RUN
BLUE,3.3616,0.0
GREEN,-2.0,0.0

2024-04-20 17:48:14,APPROACH,RUN
BLUE,3.68928,0.0
GREEN,-2.0,0.0

