2024-04-20 16:08:51,APPROACH,RUN
BLUE,0,0
GREEN,0,0

2024-04-20 16:09:22,APPROACH,RUN
BLUE,0,0
GREEN,0,0.0

2024-04-20 16:10:20,APPROACH,RUN
BLUE,0,0.0
GREEN,0,0.0

2024-04-20 16:10:44,APPROACH,RUN
BLUE,0,0.0
GREEN,-2.0,0.0

2024-04-20 16:12:34,APPROACH,RUN
BLUE,0,0.0
GREEN,-2.0,0.0

2024-04-20 16:12:47,APPROACH,RUN
BLUE,0,0.0
GREEN,-2.0,0.0

2024-04-20 16:13:07,APPROACH,RUN
BLUE,0,0.0
GREEN,-2.0,0.0

2024-04-20 16:13:16,APPROACH,RUN
BLUE,0,0.0
GREEN,-2.0,0.0

2024-04-20 16:13:25,APPROACH,RUN
BLUE,0,0.0
GREEN,-2.0,0.0

