2024-04-20 16:24:16,APPROACH,RUN
BLUE,0,0
GREEN,0,0

2024-04-20 16:24:48,APPROACH,RUN
BLUE,1.0,0
GREEN,0,0

2024-04-20 16:25:12,APPROACH,RUN
BLUE,1.8,0
GREEN,0,0

2024-04-20 16:25:38,APPROACH,RUN
BLUE,1.8,0
GREEN,-2.0,0

2024-04-20 16:26:03,APPROACH,RUN
BLUE,2.4400000000000004,0
GREEN,-2.0,0

2024-04-20 16:27:07,APPROACH,RUN
BLUE,1.9520000000000004,0
GREEN,-2.0,0

2024-04-20 16:27:28,APPROACH,RUN
BLUE,2.5616000000000003,0
GREEN,-2.0,0

2024-04-20 16:28:52,APPROACH,RUN
BLUE,2.0492800000000004,0
GREEN,-2.0,0

