2024-04-20 16:15:32,APPROACH,RUN
BLUE,0,0
GREEN,0,0

2024-04-20 16:15:43,APPROACH,RUN
BLUE,0,0
GREEN,0,0.0

2024-04-20 16:15:50,APPROACH,RUN
BLUE,0,0.0
GREEN,0,0.0

2024-04-20 16:16:02,APPROACH,RUN
BLUE,0,0.0
GREEN,0,0.0

2024-04-20 16:16:12,APPROACH,RUN
BLUE,0,0.0
GREEN,0,0.0

2024-04-20 16:16:37,APPROACH,RUN
BLUE,1.0,0.0
GREEN,0,0.0

2024-04-20 16:17:01,APPROACH,RUN
BLUE,1.0,0.0
GREEN,-2.0,0.0

2024-04-20 16:17:10,APPROACH,RUN
BLUE,1.0,0.0
GREEN,-2.0,0.0

2024-04-20 16:17:31,APPROACH,RUN
BLUE,1.0,0.0
GREEN,-2.0,0.0

2024-04-20 16:17:54,APPROACH,RUN
BLUE,1.8,0.0
GREEN,-2.0,0.0

2024-04-20 16:18:23,APPROACH,RUN
BLUE,1.8,0.0
GREEN,-1.6,0.0

2024-04-20 16:18:30,APPROACH,RUN
BLUE,1.8,0.0
GREEN,-1.6,0.0

2024-04-20 16:19:25,APPROACH,RUN
BLUE,1.8,0.0
GREEN,-1.6,0.0

2024-04-20 16:19:28,APPROACH,RUN
BLUE,1.44,0.0
GREEN,-1.6,0.0

2024-04-20 16:19:34,APPROACH,RUN
BLUE,1.152,0.0
GREEN,-1.6,0.0

2024-04-20 16:20:31,APPROACH,RUN
BLUE,1.152,0.0
GREEN,-1.6,0.0

2024-04-20 16:20:38,APPROACH,RUN
BLUE,1.152,0.0
GREEN,-1.6,0.0

